candidate_id,query_date,city,stage,source,name,area,category,estimated_price_cny,must_try,url,research_status,visit_status,notes
food-06-shangrila-deqin-20260515-001,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,荣膳荷羊肉米线(香格里拉总店),康巴路2号(大修厂加油站对面),米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-06-shangrila-deqin-20260515-002,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,罐老大罐罐米线(香格里拉格咱路店),建塘镇格咱路79号,米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;快餐厅;快餐厅
food-06-shangrila-deqin-20260515-003,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,桥香园过桥米线(香格里拉独克宗古城店),古城池廊硕19号,米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-06-shangrila-deqin-20260515-004,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,肖蘸罐罐米线(香格里拉阳塘店),阳塘路52号(秦妈自助餐对面),米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-005,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,云阿蛮生烫牛肉米线(独克宗古城店),建塘镇仓房社区池廊硕011号,米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-06-shangrila-deqin-20260515-006,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,老仓醋米线(古城店),建塘镇独克宗古城达娃路20号,米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-007,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,舒一瓢泡椒米线,格咱路30号,米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-008,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,滇三剁烧肉米线(香格里拉店),建塘镇独克宗古城月光印巷3栋1楼08号,米线/简餐,15-35,米线/简餐,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-009,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,四川饭店(香格里拉市独克宗古城店),独克宗古城金龙街东廊路17号(月光广场转经筒、藏吉王客栈对面),古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-010,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,法澜禧融合餐厅(独克宗古城店),池慈卡街与团结路交叉口西北100米,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;外国餐厅;外国餐厅
food-06-shangrila-deqin-20260515-011,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,独克宗古城青稞藏王盛宴,建塘镇达娃路63号,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-012,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,小苑家餐饮店(独克宗古城店),仓房街与步行街交叉口南260米,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-013,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,喜茶(香格里拉市独克宗古城店),月光印巷1栋1层S-1-108A号,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;冷饮店;冷饮店
food-06-shangrila-deqin-20260515-014,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉贰舍咖啡(独克宗古城店),独克宗古城纳举廊9号,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;咖啡厅;咖啡厅
food-06-shangrila-deqin-20260515-015,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香巴拉·牦牛鲜奶茶(独克宗古城四方街店),独克宗古城四方街4-1,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;冷饮店;冷饮店
food-06-shangrila-deqin-20260515-016,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉市叁季·柳庐私房咖啡厅(独克宗古城店),独克宗古城觉廊54号,古城餐馆,20-55,牦牛肉/藏餐/简餐,,pending,候选,古城附近吃饭候选；POI类型：餐饮服务;咖啡厅;咖啡厅
food-06-shangrila-deqin-20260515-017,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,德钦县观山餐厅(观云民宿店),梅里十三塔东南侧,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-018,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,野叙·ANANDA餐厅(雾浓顶),升平镇巨水村雾浓顶小组24号,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-019,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,仓木餐厅Elimwood,云岭乡雨崩下村19号,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-020,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,格桑云浪餐厅,雨崩景区内(南侧),县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-021,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,和厨餐厅,高山别庄德钦精品酒店北门东北80米,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-022,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,梅里雪山半山雪观景餐厅,飞来寺36号,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-023,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,金川餐厅,飞来寺摄影小镇综合办公楼一楼,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;中餐厅
food-06-shangrila-deqin-20260515-024,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,巴乡川菜馆,德维线与下街交叉口西北120米,县城餐馆,20-55,简餐/藏餐,,pending,候选,德钦过渡餐食候选；POI类型：餐饮服务;中餐厅;四川菜(川菜)
food-06-shangrila-deqin-20260515-025,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,金桥向阳菜市场(向阳路农贸综合市场店),香格里建塘镇东旺路75号8号,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;农副产品市场
food-06-shangrila-deqin-20260515-026,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,花样甘草鲜果屋(向阳路农贸综合市场店),香格里建塘镇东旺路75号8号金桥向阳菜市场,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;果品市场
food-06-shangrila-deqin-20260515-027,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,欢欢乐水果店(向阳路农贸综合市场店),香格里建塘镇东旺路75号8号金桥向阳菜市场,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;果品市场
food-06-shangrila-deqin-20260515-028,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,中宜农贸批发市场,建塘镇金沙路金沙国际酒店旁边,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;农副产品市场
food-06-shangrila-deqin-20260515-029,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉运鸿水果批发部(中宜农贸批发市场店),中宜农贸市场7-09,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;果品市场
food-06-shangrila-deqin-20260515-030,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,松茸园区松茸交易市场,建塘镇康珠大道10号,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;综合市场
food-06-shangrila-deqin-20260515-031,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,瑞泰农贸市场,建塘镇香格里康定路,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;农副产品市场
food-06-shangrila-deqin-20260515-032,2026-05-15,香格里拉/德钦,06-shangrila-deqin,高德地图 REST place/text,香格里拉绿色无公害农产品交易市场,建塘镇东旺路50号,市场,5-30,水果/早点/补给,,pending,候选,高海拔补给候选；POI类型：购物服务;综合市场;农副产品市场
food-07-tengchong-mangshi-20260515-001,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,越州一绝酸汤饵丝(腾冲店),腾越镇秀峰社区砚塘小区170号附1号,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-002,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲饵丝文创馆,193县道与114乡道交叉口北340米,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：购物服务;购物相关场所;购物相关场所
food-07-tengchong-mangshi-20260515-003,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲特色小锅鲜肉饵丝,219国道与095乡道交叉口东南240米,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-004,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,叠水河丽芹豆粉店,市叠水河景区正门东南80米,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-005,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,梁二土烧腊饵丝(腾冲店),腾越镇满邑社区华严三小区170号,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-006,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,家的味道餐馆(宝峰路店),叠水河小区57号,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-07-tengchong-mangshi-20260515-007,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,段记巍山扒肉饵丝,银盘街257号,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-07-tengchong-mangshi-20260515-008,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,盈傣酸汤饵丝小吃,腾越镇山源社区城南新村2-2,饵丝/小吃,10-30,饵丝/稀豆粉,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-009,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲市蔬菜批发市场,将台路与华严街交汇处,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;蔬菜市场
food-07-tengchong-mangshi-20260515-010,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲市绮罗综合农贸市场,将台路与绮群巷交叉口西北40米,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;蔬菜市场
food-07-tengchong-mangshi-20260515-011,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲市满邑农贸市场,中村巷与华严路交叉口东100米,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;购物相关场所;购物相关场所
food-07-tengchong-mangshi-20260515-012,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,网上农贸市场(腾冲优选仓店),天成社区居民委员会人民商场11栋10号01商铺,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-07-tengchong-mangshi-20260515-013,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,百年菜市场,和顺中心学校西北侧150米,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;蔬菜市场
food-07-tengchong-mangshi-20260515-014,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,腾冲新水果市场,宝峰路翡翠小区西450米,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;果品市场
food-07-tengchong-mangshi-20260515-015,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,城西农贸批零市场,腾越街道宝峰路玉宸翠景西300米,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-07-tengchong-mangshi-20260515-016,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,东营水果批发市场2幢,城西农贸批零市场,市场,5-30,水果/早点/简餐,,pending,候选,补给候选；POI类型：购物服务;综合市场;果品市场
food-07-tengchong-mangshi-20260515-017,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市南帮小吃店,教师小区二巷与南蚌路交叉口西北40米,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-018,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市团洼小吃店,团结大街221-97号,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;中餐厅;中餐厅
food-07-tengchong-mangshi-20260515-019,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市小醉小吃店,等相村门牌46号芒市小醉小吃店,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-07-tengchong-mangshi-20260515-020,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,银家早点(总店),印金村家同家超市对面银家傣味酸牛肉早点,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;快餐厅;快餐厅
food-07-tengchong-mangshi-20260515-021,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,新玩厂小吃街,河东路与环城东路交叉口西220米,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：购物服务;特色商业街;特色商业街
food-07-tengchong-mangshi-20260515-022,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,烂路早点,,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;快餐厅;快餐厅
food-07-tengchong-mangshi-20260515-023,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,连梅早点,环城东路147号,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;餐饮相关场所;餐饮相关
food-07-tengchong-mangshi-20260515-024,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市兰英锅贴店,农垦路3-33号,小吃,10-35,撒撇/泡鲁达/简餐,,pending,候选,芒市低价小吃候选；POI类型：餐饮服务;快餐厅;快餐厅
food-07-tengchong-mangshi-20260515-025,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市东风集贸市场,勐焕路中段(宏利农贸市场旁),市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-07-tengchong-mangshi-20260515-026,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市德发集贸市场,南蚌路79-1号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-07-tengchong-mangshi-20260515-027,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市镇红星集贸市场,阔时路5号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-07-tengchong-mangshi-20260515-028,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市兴昌农贸市场,丙午路38号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-07-tengchong-mangshi-20260515-029,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市为民市场(丙午街),丙午路24号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-07-tengchong-mangshi-20260515-030,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市宏利综合市场,勐焕路10号附1号,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-07-tengchong-mangshi-20260515-031,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,芒市第一水果批发市场,镇白象街壹杨娱乐东北100米(翠堤晓镇旁),市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;果品市场
food-07-tengchong-mangshi-20260515-032,2026-05-15,腾冲/芒市,07-tengchong-mangshi,高德地图 REST place/text,丙门兴农综合批发市场,人保路与芒市大街交叉口西北80米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
food-08-puer-jingmai-xishuangbanna-20260515-001,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,文莉普洱米干店,振兴大道109号(兰花市场对面),米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-08-puer-jingmai-xishuangbanna-20260515-002,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,老普洱三和米干店(凤新街店),宁洱镇凤新街翠茗苑185号,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：购物服务;专卖店;专营店
food-08-puer-jingmai-xishuangbanna-20260515-003,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,墨江马英凉米干(普洱分店),阳光新城·静园阳光路18-12,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-08-puer-jingmai-xishuangbanna-20260515-004,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,墨江马英凉米干(普洱二店),宁洱大道50号,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-08-puer-jingmai-xishuangbanna-20260515-005,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,福苑老街牛肉米干店(人民东路总店),人民东路24号,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-08-puer-jingmai-xishuangbanna-20260515-006,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,思茅魏氏豆汤米干,南正街10号,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-08-puer-jingmai-xishuangbanna-20260515-007,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,思茅老街老字号豆汤米干,思茅镇五一路社区五一新居1栋9号,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;中餐厅;中餐厅
food-08-puer-jingmai-xishuangbanna-20260515-008,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,豆浆米干店,环卫巷普洱万和医院西南侧约100米,米干/简餐,10-30,米干/米线,,pending,候选,低价正餐候选；POI类型：餐饮服务;快餐厅;快餐厅
food-08-puer-jingmai-xishuangbanna-20260515-009,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,思茅五一农贸市场,物资巷与边城西路交汇处西150米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场
food-08-puer-jingmai-xishuangbanna-20260515-010,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,孟连集贸市场,帕当路与建设路交叉口东北120米,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;农副产品市场|购物服务;综合市场;蔬菜市场
food-08-puer-jingmai-xishuangbanna-20260515-011,2026-05-15,普洱/景迈山/西双版纳,08-puer-jingmai-xishuangbanna,高德地图 REST place/text,金曼集贸市场,无量路康福堂药房旁,市场,5-30,水果/早点/补给,,pending,候选,补给候选；POI类型：购物服务;综合市场;综合市场
